	err:EOF while parsing a value at line 1 column 0
3434393533303134373930303530303630303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:4.495301479005006e+304
342e34393533303134373930303530303665333034	ok:4.495301479005006e+304
36353633373034302e393938653133	ok:6.5637040998e+20
2d302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303239393130323537303130393139393635	ok:-2.9910257010919965e-179
2d322e39393130323537303130393139393635652d313739	ok:-2.9910257010919965e-179
34363037333630352e3139336534	ok:460736051930.0
2d302e3030303033343738393533383630343631303939	ok:-0.00003478953860461099
2d332e343738393533383630343631303939652d35	ok:-0.00003478953860461099
32323839363136302e383937653237	ok:2.2896160897e+34
2d3134363034373930373838343533303335303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:-1.4604790788453033e+274
2d312e3436303437393037383834353330333565323734	ok:-1.4604790788453037e+274
32333032383636352e343030652d3230	ok:2.3028665400000003e-13
302e303030303030303030303030303030303030303034363637303534343438323136303333	ok:4.667054448216033e-21
342e363637303534343438323136303333652d3231	ok:4.667054448216033e-21
39373237373331352e333638652d33	ok:97277.315368
2d35313238323737373830383739303432303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:-5.128277780879041e+162
2d352e31323832373737383038373930343265313632	ok:-5.128277780879042e+162
373236343939372e373036652d37	ok:0.7264997706
2d302e30303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303031383635393032303830373835393033	ok:-1.865902080785903e-196
2d312e383635393032303830373835393033652d313936	ok:-1.865902080785903e-196
37313139393931362e313932652d38	ok:0.71199916192
333735363030333137303130363938393030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:3.756003170106989e+272
332e37353630303331373031303639383965323732	ok:3.756003170106989e+272
37313339363231392e3230653231	ok:7.13962192e+28
32373639303731333035323631393433303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:2.7690713052619426e+273
322e37363930373133303532363139343365323733	ok:2.769071305261943e+273
32383930373837322e383830652d3135	ok:2.890787288e-8
2d363431343732333730323331343435373030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:-6.414723702314457e+260
2d362e34313437323337303233313434353765323630	ok:-6.414723702314457e+260
32323535393139372e373533652d34	ok:2255.9197753
2d302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030373137303037363739383235313731	ok:-7.17007679825171e-100
2d372e3137303037363739383235313731652d313030	ok:-7.17007679825171e-100
37323339343635362e323436652d39	ok:0.072394656246
302e30303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303033303633333436343438373630313531	ok:3.063346448760151e-229
332e303633333436343438373630313531652d323239	ok:3.063346448760151e-229
32393338303632312e3237326533	ok:29380621272.0
2d302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303137313037323735383737353832383537	ok:-1.7107275877582857e-116
2d312e37313037323735383737353832383537652d313136	ok:-1.7107275877582857e-116
34313939323734332e3431652d32	ok:419927.4341
3231353439323835393930373333342e3636	ok:215492859907334.62
322e31353439323835393930373333343636653134	ok:215492859907334.62
32323933363132312e313430652d3234	ok:2.2936121139999998e-17
3539343133353539373836393632303730303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:5.941355978696207e+292
352e39343133353539373836393632303765323932	ok:5.941355978696207e+292
32353437343130392e3634652d3238	ok:2.547410964e-21
2d302e30303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303039333134313030343236393636323536	ok:-9.314100426966256e-214
2d392e333134313030343236393636323536652d323134	ok:-9.314100426966256e-214
35313031343735352e323637653239	ok:5.1014755267000004e+36
302e3030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303034303430323731343430303234313036	ok:4.040271440024106e-197
342e303430323731343430303234313036652d313937	ok:4.040271440024106e-197
36303236353138322e3734653131	ok:6.026518274e+18
302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303635303935393132333035383039303335	ok:6.5095912305809035e-167
362e35303935393132333035383039303335652d313637	ok:6.5095912305809035e-167
36323437373139312e313239652d3137	ok:6.2477191129e-10
2d302e3030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303034373235333034373032333132363235	ok:-4.725304702312625e-170
2d342e373235333034373032333132363235652d313730	ok:-4.725304702312625e-170
38383533373733372e363536652d3230	ok:8.8537737656e-13
2d302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303038383839303436353035393631393234	ok:-8.889046505961924e-213
2d382e383839303436353035393631393234652d323133	ok:-8.889046505961924e-213
38303237323435362e343931652d38	ok:0.80272456491
34382e3133363737383531303639313138	ok:48.13677851069118
342e3831333637373835313036393131386531	ok:48.13677851069118
343831373638322e393135653139	ok:4.817682915e+25
2d3339373735313038333239313639313330303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:-3.977510832916913e+289
2d332e39373735313038333239313639313365323839	ok:-3.977510832916913e+289
353537323639332e363339653137	ok:5.572693639e+23
302e30303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303037333233343439303535353334353239	ok:7.323449055534529e-100
372e333233343439303535353334353239652d313030	ok:7.323449055534529e-100
34363533363530372e333330652d3130	ok:0.004653650733
2d302e3030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030343433323637313838313536363236	ok:-4.43267188156626e-66
2d342e3433323637313838313536363236652d3636	ok:-4.43267188156626e-66
32303437313533382e3836346532	ok:2047153886.4
35333536343335363232313239303938343030303030303030303030303030303030303030303030	ok:5.356435622129099e+39
352e33353634333536323231323930393834653339	ok:5.356435622129098e+39
3730373838382e3737336537	ok:7078887730000.0
2d302e30303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303037303637343531383338373836343531	ok:-7.067451838786451e-106
2d372e303637343531383338373836343531652d313036	ok:-7.067451838786451e-106
373639333930302e3930653230	ok:7.6939009e+26
2d302e30303030303030303030303030303030303034313939303130333536363433303538	ok:-4.1990103566430582e-19
2d342e313939303130333536363433303538652d3139	ok:-4.1990103566430582e-19
32303235353039392e353836653133	ok:2.0255099586e+20
302e3030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303035383437363935393939333938373835	ok:5.847695999398785e-302
352e383437363935393939333938373835652d333032	ok:5.847695999398785e-302
33353234313234302e353132653133	ok:3.5241240512e+20
302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303132303037313737343830323035353637	ok:1.200717748020557e-149
312e32303037313737343830323035353637652d313439	ok:1.200717748020557e-149
38363231383439352e383635653137	ok:8.6218495865e+24
2d302e30303030303030303030303030303030303030303030303030303133303535313438323439343433333932	ok:-1.3055148249443392e-27
2d312e33303535313438323439343433333932652d3237	ok:-1.3055148249443392e-27
34333235303934322e343139653135	ok:4.3250942419e+22
3834333833343334353331353434373030303030303030303030303030303030303030303030	ok:8.43834345315447e+37
382e3433383334333435333135343437653337	ok:8.438343453154469e+37
34323139353433342e373134653137	ok:4.2195434714e+24
302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303032373532353137373633373335323737	ok:2.7525177637352775e-234
322e373532353137373633373335323737652d323334	ok:2.7525177637352775e-234
36353339333833322e3339306530	ok:65393832.39
302e3030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303032353236373838303238353336323035	ok:2.5267880285362047e-167
322e353236373838303238353336323035652d313637	ok:2.5267880285362047e-167
31393432393330352e373333653133	ok:1.9429305733e+20
302e3030303030303030303239383637363432323138363634313036	ok:2.98676422186641e-10
322e39383637363432323138363634313036652d3130	ok:2.98676422186641e-10
35333934323034372e313935653130	ok:5.3942047195e+17
2d302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303339303138373436353032323238383236	ok:-3.9018746502228826e-170
2d332e39303138373436353032323238383236652d313730	ok:-3.9018746502228826e-170
34313834343030362e323931653136	ok:4.1844006291e+23
3433343732313738323535353932343830303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:4.347217825559248e+196
342e33343732313738323535353932343865313936	ok:4.347217825559248e+196
32313637393236392e323634653237	ok:2.1679269263999997e+34
2d302e3030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303037333438353531373533393337343333	ok:-7.348551753937433e-146
2d372e333438353531373533393337343333652d313436	ok:-7.348551753937433e-146
383836373738332e383836652d35	ok:88.67783886
2d302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303032373632343630393232363330303133	ok:-2.762460922630013e-207
2d322e373632343630393232363330303133652d323037	ok:-2.762460922630013e-207
37333033323038332e333632653237	ok:7.3032083362e+34
302e30303034363137343137343633323539333137	ok:0.0004617417463259317
342e363137343137343633323539333137652d34	ok:0.0004617417463259317
37323438383032302e393039652d3138	ok:7.2488020909e-11
2d302e3030303030303030303030303030303030303030303030303030303030303030303134363735303039313838393237393137	ok:-1.4675009188927915e-34
2d312e34363735303039313838393237393137652d3334	ok:-1.4675009188927915e-34
36323934363334382e3131376531	ok:629463481.17
35353332333131333539343636353238303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:5.532311359466528e+195
352e35333233313133353934363635323865313935	ok:5.532311359466528e+195
37303837323934302e313932652d3330	ok:7.0872940192e-23
3130393930353130343939373431363333303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:1.0990510499741632e+307
312e3039393035313034393937343136333365333037	ok:1.0990510499741632e+307
383538303438302e383336652d39	ok:0.008580480836
302e3030303030303030303030303030303030303030303030303030303030303030303030303030303030303034343739323234393232393330373234	ok:4.479224922930724e-44
342e343739323234393232393330373234652d3434	ok:4.479224922930724e-44
33363630363134302e343937652d3138	ok:3.6606140497e-11
363437393733383637353334333633363030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:6.479738675343637e+251
362e34373937333836373533343336333665323531	ok:6.479738675343637e+251
39343835343731382e343238653132	ok:9.4854718428e+19
2d302e3030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303034313331393633343539393536303239	ok:-4.131963459956029e-293
2d342e313331393633343539393536303239652d323933	ok:-4.131963459956029e-293
37373734343431382e333432652d3233	ok:7.7744418342e-16
2d302e3030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303230363231333836313135303639313034	ok:-2.0621386115069104e-187
2d322e30363231333836313135303639313034652d313837	ok:-2.0621386115069104e-187
35343131353531342e313033652d3132	ok:0.000054115514103
2d32313938393035303331393838313332373030303030303030303030303030303030303030303030303030	ok:-2.1989050319881327e+42
2d322e31393839303530333139383831333237653432	ok:-2.198905031988133e+42
33333931303734392e393738652d32	ok:339107.49978
3238383637333432353839393136303034303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:2.8867342589916004e+175
322e3838363733343235383939313630303465313735	ok:2.8867342589916e+175
34333632333035302e3136356532	ok:4362305016.5
2d302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303034373335353535313037363236393937	ok:-4.735555107626997e-306
2d342e373335353535313037363236393937652d333036	ok:-4.735555107626997e-306
34393132373939302e363436652d34	ok:4912.7990646
2d302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303031323137383131323938333531333434	ok:-1.2178112983513439e-186
2d312e323137383131323938333531333434652d313836	ok:-1.2178112983513439e-186
31383036373236342e333934652d3238	ok:1.8067264394e-21
302e30303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303038393030313138313232363532393237	ok:8.900118122652927e-268
382e393030313138313232363532393237652d323638	ok:8.900118122652927e-268
383030333631342e353232652d3136	ok:8.003614522e-10
2d35373730393534383234313238343138303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:-5.770954824128418e+249
2d352e37373039353438323431323834313865323439	ok:-5.770954824128418e+249
33363633313337352e34652d3131	ok:0.000366313754
2d3535343630363335343231373435303330303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:-5.546063542174503e+202
2d352e35343630363335343231373435303365323032	ok:-5.546063542174502e+202
35353935393439352e3135306539	ok:5.595949515e+16
373139303833303832343732333839333030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:7.190830824723893e+92
372e313930383330383234373233383933653932	ok:7.190830824723893e+92
33333231363336312e333830653234	ok:3.321636138e+31
2d31393431363438343034373538333532303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:-1.941648404758352e+108
2d312e39343136343834303437353833353265313038	ok:-1.9416484047583522e+108
38363831313035382e3831652d33	ok:86811.05881
2d302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030313838343933303934353139333232	ok:-1.88493094519322e-244
2d312e3838343933303934353139333232652d323434	ok:-1.88493094519322e-244
32323738373730352e393534653139	ok:2.2787705954e+26
302e3030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303035383932303730313631343930323735	ok:5.892070161490275e-308
352e383932303730313631343930323735652d333038	ok:5.892070161490275e-308
31303536363930312e333738652d3138	ok:1.0566901378e-11
2d383130353739323131313533313038343030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:-8.105792111531084e+254
2d382e31303537393231313135333130383465323534	ok:-8.105792111531083e+254
37333839303830352e333038652d3138	ok:7.3890805308e-11
2d302e3030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303036353233303539363533343336313632	ok:-6.523059653436162e-134
2d362e353233303539363533343336313632652d313334	ok:-6.523059653436162e-134
39323232383635372e373832652d3134	ok:9.2228657782e-7
393130333337323837333437363234353030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:9.103372873476245e+119
392e31303333373238373334373632343565313139	ok:9.103372873476244e+119
31333936363537322e313530652d3138	ok:1.396657215e-11
323838313035373335393832313539393330303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:2.8810573598215993e+290
322e3838313035373335393832313539393365323930	ok:2.881057359821599e+290
32333336343037352e3935653237	ok:2.3364075950000004e+34
2d302e303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303037343335313835313033393133323038	ok:-7.435185103913208e-189
2d372e343335313835313033393133323038652d313839	ok:-7.435185103913208e-189
38383336363333382e323135652d3135	ok:8.8366338215e-8
2d302e30303030303030303030303030303030303030303030303030303030303030303035373937303331393734353030313234	ok:-5.797031974500124e-34
2d352e373937303331393734353030313234652d3334	ok:-5.797031974500124e-34
31393333333338322e343237652d3130	ok:0.0019333382427
302e30303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303231313538363334383031363832373337	ok:2.1158634801682737e-288
322e31313538363334383031363832373337652d323838	ok:2.1158634801682737e-288
36393439323237392e373231652d3132	ok:0.000069492279721
302e30303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303031343830343932303732353839373936	ok:1.4804920725897962e-148
312e343830343932303732353839373936652d313438	ok:1.4804920725897962e-148
34353230343332322e363133653232	ok:4.5204322613e+29
2d302e30303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303032373236373030343933303535333731	ok:-2.726700493055371e-88
2d322e373236373030343933303535333731652d3838	ok:-2.726700493055371e-88
37313231383233302e383838652d33	ok:71218.230888
363435323639393438303433333632303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:6.452699480433621e+200
362e343532363939343830343333363265323030	ok:6.45269948043362e+200
36373438323030392e3139396534	ok:674820091990.0
3131393435363036373231333238363034303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:1.1945606721328602e+244
312e3139343536303637323133323836303465323434	ok:1.1945606721328604e+244
35373737353637332e3232652d31	ok:5777567.322
2d3239343233393636323232343136383934303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:-2.9423966222416898e+274
2d322e3934323339363632323234313638393465323734	ok:-2.9423966222416898e+274
34393238353034342e38396536	ok:49285044890000.0
3634373738353635323335333833333830303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:6.477856523538338e+55
362e343737383536353233353338333338653535	ok:6.477856523538339e+55
32353834303737382e383030653133	ok:2.58407788e+20
3135363533362e39323135353032343935	ok:156536.9215502495
312e3536353336393231353530323439356535	ok:156536.9215502495
31313431363236332e333531652d33	ok:11416.263351
302e3030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303038303034373636323233363033323239	ok:8.004766223603229e-89
382e303034373636323233363033323239652d3839	ok:8.004766223603229e-89
38393330323231332e323935652d3130	ok:0.0089302213295
2d3336363739373332363833323839353330303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030303030	ok:-3.6679732683289527e+112
2d332e36363739373332363833323839353365313132	ok:-3.667973268328953e+112
32393531363036322e373936652d34	ok:2951.6062796
